Country_Code,City,Longitude,Latitude
1,Amritsar,74.36050248,31.87213076
1,Amritsar,75.06454608,31.54644209
1,Amritsar,74.95241468,31.52852925
1,Amritsar,74.52492987,31.57900434
1,Amritsar,75.01418362,31.5849284
1,Amritsar,75.16530861,31.17580667
1,Amritsar,75.17990786,31.56995299
1,Aurangabad,75.39752735,19.70318356
1,Aurangabad,74.90743032,19.58234392
1,Aurangabad,75.72961283,19.98335341
1,Aurangabad,74.92081192,20.35835645
1,Aurangabad,75.31549769,19.7650893
1,Aurangabad,75.67061358,20.23623657
1,Aurangabad,75.65707099,19.73721322
1,Aurangabad,75.03513078,19.62550336
1,Aurangabad,75.39754836,19.55622648
1,Aurangabad,75.68208518,20.37003389
1,Aurangabad,75.19651617,19.90299218
1,Aurangabad,75.65486417,19.9068576
1,Aurangabad,75.23048715,19.92811537
1,Aurangabad,75.63734033,20.19249606
1,Aurangabad,74.84568,20.01169413
1,Aurangabad,74.99719435,19.80108978
1,Aurangabad,75.49901898,20.25940598
1,Aurangabad,75.18999123,19.71009435
1,Aurangabad,75.76498754,19.44194862
1,Aurangabad,74.92495308,19.60092894
1,Aurangabad,75.28373373,20.05025681
1,Aurangabad,75.57014168,20.09064215
1,Aurangabad,75.21847833,19.48019697
1,Aurangabad,75.56533719,19.75921785
1,Aurangabad,74.88615285,19.45799391
1,Aurangabad,75.36173599,19.46266805
1,Aurangabad,74.84900575,19.87377399
1,Aurangabad,74.96492685,19.81542629
1,Aurangabad,75.28724078,19.99328973
1,Aurangabad,75.26396848,19.52152233
1,Bangalore,77.74682556,12.6926341
1,Bangalore,77.79640234,13.00990835
1,Bangalore,77.80493803,13.35480476
1,Bangalore,77.93410131,13.170812
1,Bangalore,77.76192015,13.31003033
1,Bangalore,77.92962927,12.51330281
1,Bangalore,77.26193341,13.38939255
1,Bangalore,77.20469691,12.81326952
1,Bangalore,77.80765914,12.65402909
1,Bangalore,77.55830211,13.2155045
1,Bangalore,77.13444103,12.54400533
1,Bangalore,77.73437295,13.07709046
1,Bangalore,77.39748741,13.17297421
1,Bangalore,77.54367672,13.25836008
1,Bangalore,77.88116533,12.64830307
1,Bangalore,78.08448692,12.8815941
1,Bangalore,77.24921759,12.72565665
1,Bangalore,77.33284823,12.68339692
1,Bangalore,77.87200598,12.55303081
1,Bangalore,77.24023385,12.81360409
1,Bangalore,77.27224225,12.6884845
1,Bangalore,77.96085999,12.55691873
1,Bangalore,77.40841354,13.16146975
1,Bangalore,77.58920138,12.74290384
1,Bangalore,77.70861867,13.10495575
1,Bangalore,77.56608137,13.23845561
1,Bangalore,77.27174341,13.36663829
1,Bangalore,77.43610884,13.46446668
1,Bangalore,77.93326529,12.48093667
1,Bangalore,77.98074452,12.94918135
1,Bhopal,77.2366278,23.55810723
1,Bhopal,77.10518089,23.08228489
1,Bhopal,76.93065962,23.5707329
1,Bhopal,77.25426934,23.08720232
1,Bhopal,76.97298542,23.1095426
1,Bhopal,77.14986858,23.53834011
1,Bhopal,77.78286164,23.05553759
1,Bhopal,77.58030924,22.96641599
1,Bhopal,77.81670004,23.55355076
1,Bhopal,77.16115524,23.38479358
1,Bhopal,77.90514478,22.94580069
1,Bhopal,77.64153211,23.40079149
1,Bhopal,77.10555092,23.68135509
1,Bhopal,77.89021911,23.51825819
1,Bhopal,77.26862471,22.91183755
1,Bhopal,77.62933718,22.91404607
1,Bhopal,77.30071798,23.16782167
1,Bhopal,77.22222557,22.88864227
1,Bhopal,77.09054797,23.68500976
1,Bhopal,77.63260909,23.46278606
1,Bhopal,77.86708157,22.82060438
1,Bhopal,77.33555197,23.09601346
1,Bhopal,77.68267429,23.39091955
1,Bhopal,77.04838938,23.640902
1,Bhopal,77.87976485,22.81983465
1,Bhopal,77.08586865,23.00814322
1,Bhopal,76.98708463,22.77453452
1,Bhopal,77.41829589,23.50329624
1,Bhopal,77.32468263,22.88523333
1,Bhopal,77.36661008,23.3149328
1,Bhubaneshwar,85.77636966,19.79371263
1,Bhubaneshwar,85.85175674,20.56947705
1,Bhubaneshwar,86.20378624,19.80873034
1,Bhubaneshwar,86.22061541,20.40053532
1,Bhubaneshwar,85.59770503,19.77056531
1,Bhubaneshwar,86.09962853,20.24586026
1,Bhubaneshwar,85.78928462,20.56545438
1,Bhubaneshwar,86.0620121,20.46415365
1,Bhubaneshwar,86.06325948,19.99698436
1,Bhubaneshwar,85.71357739,20.58244118
1,Bhubaneshwar,86.03088137,20.55964046
1,Bhubaneshwar,85.84772349,20.31510441
1,Bhubaneshwar,86.12433175,20.52969774
1,Bhubaneshwar,85.37567406,20.61040225
1,Bhubaneshwar,86.07653651,19.90565949
1,Bhubaneshwar,86.04020316,20.58156541
1,Bhubaneshwar,85.54914317,19.9097441
1,Bhubaneshwar,85.57337082,20.16164632
1,Bhubaneshwar,85.85083465,19.80662717
1,Bhubaneshwar,85.46796197,20.54003938
1,Bhubaneshwar,85.84734069,19.99573812
1,Bhubaneshwar,86.23387124,20.10805592
1,Bhubaneshwar,85.8044829,20.0257817
1,Bhubaneshwar,85.77015802,19.90186321
1,Bhubaneshwar,86.2153219,20.06598385
1,Bhubaneshwar,85.88667109,20.13575863
1,Bhubaneshwar,85.33020633,19.84137208
1,Bhubaneshwar,85.48614149,20.45417809
1,Bhubaneshwar,85.38258703,20.48194346
1,Bhubaneshwar,85.79892032,19.99932559
1,Chandigarh,77.27074375,31.19632888
1,Chandigarh,76.98358833,31.04354483
1,Chandigarh,76.73860027,30.94697749
1,Chandigarh,77.05950482,31.08680051
1,Chandigarh,77.19342212,31.12799163
1,Chandigarh,76.42133393,31.21795596
1,Chandigarh,76.7254861,30.42309486
1,Chandigarh,76.44262683,31.01036879
1,Chandigarh,77.03561512,30.80072875
1,Chandigarh,76.86311777,30.97358527
1,Chandigarh,76.50342141,30.7804214
1,Chandigarh,77.23593355,31.2182216
1,Chandigarh,76.30058269,30.90581045
1,Chandigarh,76.92103645,30.46400627
1,Chandigarh,76.63978337,31.07771671
1,Chandigarh,77.21619823,31.18047317
1,Chandigarh,76.90801432,31.01900845
1,Chandigarh,76.86726324,30.88523932
1,Chandigarh,76.46061024,30.75821842
1,Chandigarh,76.55468526,30.98688657
1,Chandigarh,76.65043632,30.6106151
1,Chandigarh,77.15749451,30.46652763
1,Chandigarh,76.91545965,30.90310043
1,Chandigarh,76.40063001,30.53585876
1,Chandigarh,76.45641069,30.52111815
1,Chandigarh,76.91429777,30.85212252
1,Chandigarh,76.75330598,30.73787846
1,Chandigarh,77.08148395,30.78616095
1,Chandigarh,77.11194378,30.79664396
1,Chandigarh,76.43363685,30.45866903
1,Chennai,80.67663435,12.75754679
1,Chennai,80.6351903,13.41565646
1,Chennai,79.80217956,12.93571114
1,Chennai,80.75318753,12.91253096
1,Chennai,80.06520314,13.36605846
1,Chennai,80.261743,13.49422867
1,Chennai,79.99004043,13.55998505
1,Chennai,80.66233042,12.86760202
1,Chennai,80.2848169,13.0001259
1,Chennai,80.75653372,13.25564831
1,Chennai,80.49930515,12.63551455
1,Chennai,80.54323742,13.15287067
1,Chennai,80.07631212,13.2739292
1,Chennai,80.22520276,12.64352661
1,Chennai,80.29033325,13.08506353
1,Chennai,79.88200195,13.48379468
1,Chennai,80.19460084,13.3952204
1,Chennai,80.54721787,13.35429646
1,Chennai,80.76487928,12.81597384
1,Chennai,79.84995276,13.13039981
1,Chennai,79.85005298,12.77147099
1,Chennai,80.44413451,12.73823678
1,Chennai,80.75334026,13.53493793
1,Chennai,80.54267914,13.25755438
1,Chennai,80.39797664,12.89433482
1,Chennai,79.96470278,13.11297604
1,Chennai,80.46099847,12.62703785
1,Chennai,80.07526508,13.3257374
1,Chennai,80.16589578,13.22365068
1,Chennai,80.4678544,13.2775686
1,Coimbatore,76.55904903,11.43374862
1,Coimbatore,77.14307907,11.47684109
1,Coimbatore,76.80016379,10.57030967
1,Coimbatore,76.88617855,11.16335503
1,Coimbatore,76.87933482,11.48055162
1,Coimbatore,77.00281087,10.74444647
1,Coimbatore,76.60343744,10.97923104
1,Coimbatore,76.89611903,10.61834116
1,Coimbatore,77.27966414,11.01695661
1,Coimbatore,76.89971793,10.63208675
1,Coimbatore,76.48539053,11.25320461
1,Coimbatore,77.03653769,11.11339121
1,Coimbatore,76.91931157,10.60394314
1,Coimbatore,77.17130744,11.35936118
1,Coimbatore,76.54974808,10.83153023
1,Coimbatore,76.66987348,10.9792168
1,Coimbatore,76.60037808,10.77222355
1,Coimbatore,77.45299538,11.43961553
1,Coimbatore,77.12949813,11.02781207
1,Coimbatore,77.08291284,11.01142274
1,Coimbatore,76.78467573,11.06899821
1,Coimbatore,77.44259968,11.45380472
1,Coimbatore,77.45960052,10.96970256
1,Coimbatore,77.38172588,11.48778036
1,Coimbatore,76.52493626,11.26601665
1,Coimbatore,76.54047996,11.27266473
1,Coimbatore,76.90513177,11.31789833
1,Coimbatore,76.70733535,10.62418373
1,Coimbatore,76.57355132,11.37428148
1,Coimbatore,77.23965499,11.41054861
1,Dehradun,77.73604414,30.25942627
1,Dehradun,77.95163332,29.92641736
1,Dehradun,78.29271646,29.92224516
1,Dehradun,77.60121949,30.59790915
1,Dehradun,78.0452504,30.55888074
1,Dehradun,78.35276098,30.6447275
1,Dehradun,77.84684204,30.12775656
1,Dehradun,78.03928172,30.37052375
1,Dehradun,78.41805132,30.53195415
1,Dehradun,78.00085478,30.39389211
1,Dehradun,77.56032144,29.96856539
1,Dehradun,78.19188512,29.87388814
1,Dehradun,78.34022301,30.34251626
1,Dehradun,77.83692371,29.9020797
1,Dehradun,78.16599433,30.67478998
1,Dehradun,77.95614768,29.69775589
1,Dehradun,77.93871523,30.18419522
1,Dehradun,78.19725029,29.70396838
1,Dehradun,78.5077518,30.56740773
1,Dehradun,77.58711297,30.2197078
1,Dehradun,78.42395031,30.18911086
1,Dehradun,77.56552613,30.1520736
1,Dehradun,78.25033466,29.75263953
1,Dehradun,78.522623,30.19371361
1,Dehradun,78.34523578,29.76442645
1,Dehradun,78.43228376,30.3213693
1,Dehradun,77.79141206,29.73370586
1,Dehradun,77.90438907,30.12123363
1,Dehradun,78.44230998,30.51836109
1,Dehradun,78.0057271,30.65723172
1,Faridabad,77.17154787,28.93059193
1,Faridabad,76.91456159,28.34232579
1,Faridabad,77.3370276,28.06094512
1,Faridabad,77.22725541,28.16158373
1,Faridabad,77.43352939,28.1089262
1,Faridabad,77.38179531,28.84895404
1,Faridabad,77.75476254,28.24943888
1,Faridabad,77.10226616,28.87081865
1,Faridabad,76.83202737,28.29529217
1,Faridabad,77.49586951,28.26943676
1,Faridabad,77.60766993,28.10222927
1,Faridabad,77.3354083,28.07457138
1,Faridabad,76.87222126,28.85133473
1,Faridabad,77.76419436,28.70723491
1,Faridabad,77.55474129,28.7865795
1,Faridabad,77.60605588,28.03612625
1,Faridabad,77.40749441,28.45862734
1,Faridabad,76.88473758,27.9441867
1,Faridabad,77.63025156,28.91071464
1,Faridabad,77.05177748,28.41979052
1,Faridabad,76.8790888,28.66137857
1,Faridabad,76.87302376,28.61650644
1,Faridabad,77.63696767,28.40552197
1,Faridabad,77.70097516,28.36400511
1,Faridabad,76.94421577,28.22619534
1,Faridabad,77.46729362,28.4167711
1,Faridabad,77.16608385,28.48858735
1,Faridabad,77.11989253,28.4771506
1,Faridabad,77.07468179,28.80618142
1,Faridabad,77.27678314,28.79413528
1,Ghaziabad,77.4875062,29.05777609
1,Ghaziabad,76.99644215,28.60533612
1,Ghaziabad,77.39913784,29.10824197
1,Ghaziabad,76.92119152,28.90230499
1,Ghaziabad,77.48650142,28.2424273
1,Ghaziabad,77.19140653,28.62326708
1,Ghaziabad,77.74499868,29.10193704
1,Ghaziabad,77.45792903,28.44856215
1,Ghaziabad,77.87051424,28.6875997
1,Ghaziabad,77.80768431,28.99346014
1,Ghaziabad,77.83229678,28.53814292
1,Ghaziabad,77.31283428,29.11837118
1,Ghaziabad,77.28713766,28.61270664
1,Ghaziabad,77.41289464,28.38407867
1,Ghaziabad,77.70647822,29.06950277
1,Ghaziabad,77.06733661,28.58899097
1,Ghaziabad,77.84859941,29.01536309
1,Ghaziabad,77.87292507,28.52521677
1,Ghaziabad,77.71401359,28.20262207
1,Ghaziabad,77.60373854,28.17940969
1,Ghaziabad,77.50314331,28.78439663
1,Ghaziabad,77.85500971,28.49639945
1,Ghaziabad,77.83422412,29.1168326
1,Ghaziabad,77.08486967,29.15217757
1,Ghaziabad,77.81195494,28.2950516
1,Ghaziabad,77.17901391,28.41157186
1,Ghaziabad,77.44287773,28.48859672
1,Ghaziabad,77.39857473,28.83095873
1,Ghaziabad,77.06720935,28.59020688
1,Ghaziabad,77.75542926,28.32143065
1,Goa,123.1420388,14.16289793
1,Goa,123.4788915,13.54721981
1,Goa,123.5905906,13.29316084
1,Goa,123.37303,13.22206548
1,Goa,123.1211645,14.03121435
1,Goa,123.2665204,13.7993902
1,Goa,123.3289371,14.08789008
1,Goa,123.0312088,13.87190303
1,Goa,123.9464185,13.81008672
1,Goa,123.6097638,14.14672493
1,Goa,123.23195,13.6659248
1,Goa,123.4519857,14.09783481
1,Goa,123.3393367,13.62491242
1,Goa,123.9268759,13.31645315
1,Goa,123.7362225,13.68534119
1,Goa,123.4986623,13.6360143
1,Goa,123.6318135,13.28901542
1,Goa,123.3495464,13.22529269
1,Goa,123.496103,13.37777024
1,Goa,123.4923615,14.05363624
1,Goa,123.6879402,14.04149324
1,Goa,123.4601581,13.96891198
1,Goa,123.5409713,13.71340561
1,Goa,123.3336808,13.68542414
1,Goa,123.8006226,13.3818865
1,Goa,123.8880869,13.41556512
1,Goa,123.2638188,13.61503854
1,Goa,123.4899518,13.42970798
1,Goa,123.9154187,13.64053288
1,Goa,123.3508313,13.46339017
1,Gurgaon,77.4593945,28.23172873
1,Gurgaon,76.58832315,28.34552466
1,Gurgaon,76.5505239,28.72333056
1,Gurgaon,77.33469896,28.52528778
1,Gurgaon,77.04074427,28.15637697
1,Gurgaon,76.61152101,28.30345635
1,Gurgaon,77.13416612,28.48885454
1,Gurgaon,77.05350296,28.42474283
1,Gurgaon,77.30635984,28.01976791
1,Gurgaon,77.15253198,28.89777105
1,Gurgaon,76.89299349,28.93010515
1,Gurgaon,76.99729364,28.46958487
1,Gurgaon,77.19139262,28.44583071
1,Gurgaon,76.6967998,28.02825652
1,Gurgaon,76.78857079,28.40223036
1,Gurgaon,77.48131292,28.82799138
1,Gurgaon,76.97689635,28.78066299
1,Gurgaon,77.30687723,28.1089583
1,Gurgaon,76.94538444,28.31061272
1,Gurgaon,76.67321706,28.57364893
1,Gurgaon,76.931918,28.1306069
1,Gurgaon,77.19863054,27.99845356
1,Gurgaon,77.25179955,28.9347959
1,Gurgaon,76.77188678,28.59128078
1,Gurgaon,76.69664406,28.609552
1,Gurgaon,76.54008626,28.63837083
1,Gurgaon,77.17986266,28.79027198
1,Gurgaon,76.96282823,28.55673258
1,Gurgaon,77.13756409,28.68645188
1,Gurgaon,77.50465604,28.19597156
1,Guwahati,91.68856178,25.9079165
1,Guwahati,91.58074099,26.58042063
1,Guwahati,91.79264732,26.61408092
1,Guwahati,91.9690902,26.64358451
1,Guwahati,91.36456683,25.93912139
1,Guwahati,92.23215436,25.86956715
1,Guwahati,91.89231093,26.49264612
1,Guwahati,91.93255293,26.5375429
1,Guwahati,91.80931222,26.13870102
1,Guwahati,92.24835551,26.55172816
1,Guwahati,92.12627762,25.91891674
1,Guwahati,92.05975445,26.22461664
1,Guwahati,91.56346741,26.1058906
1,Guwahati,92.11940575,26.1775784
1,Guwahati,91.39542813,26.27924751
1,Guwahati,91.40173779,26.15992957
1,Guwahati,91.69496654,25.78435844
1,Guwahati,91.29803023,26.63273549
1,Guwahati,91.56938554,25.82841913
1,Guwahati,92.14872918,26.41251542
1,Guwahati,91.37820079,26.44743258
1,Guwahati,92.04149913,26.04792106
1,Guwahati,91.54815899,25.73923156
1,Guwahati,91.34815654,25.83051204
1,Guwahati,91.80174191,25.80472848
1,Guwahati,91.98368199,26.66195231
1,Guwahati,91.55832988,25.77131581
1,Guwahati,91.86696027,26.14548956
1,Guwahati,91.3693734,26.12841345
1,Guwahati,91.82497637,25.75794524
1,Hyderabad,78.44756417,17.29236572
1,Hyderabad,78.29895335,16.89000159
1,Hyderabad,78.49543228,17.2200483
1,Hyderabad,78.26594661,17.3517049
1,Hyderabad,77.97638885,17.42346586
1,Hyderabad,78.9332628,17.34874073
1,Hyderabad,78.02867087,17.02327236
1,Hyderabad,78.55180819,17.69328134
1,Hyderabad,78.91880523,16.95391533
1,Hyderabad,78.96653129,17.12772274
1,Hyderabad,78.66557976,17.03927739
1,Hyderabad,78.25774378,17.85597338
1,Hyderabad,78.57351927,17.04063372
1,Hyderabad,78.81562488,17.80506226
1,Hyderabad,78.06554243,17.61549724
1,Hyderabad,77.99543253,17.35402801
1,Hyderabad,78.37610506,17.14725237
1,Hyderabad,78.11425779,17.21932786
1,Hyderabad,78.65515641,17.8232286
1,Hyderabad,78.21256464,17.03171934
1,Hyderabad,78.2623267,17.13762849
1,Hyderabad,78.76135651,17.5673219
1,Hyderabad,78.08308407,17.59570615
1,Hyderabad,78.54038408,16.94857914
1,Hyderabad,78.16852409,17.46612951
1,Hyderabad,78.42989633,17.81112889
1,Hyderabad,78.04597753,16.92681535
1,Hyderabad,78.41984616,17.79474495
1,Hyderabad,78.84687871,17.45316815
1,Hyderabad,78.2478954,16.92344113
1,Indore,76.04165503,22.96225455
1,Indore,75.94557445,22.47054641
1,Indore,75.55142282,23.05976568
1,Indore,76.00799226,22.52424291
1,Indore,75.38512838,23.05659563
1,Indore,75.50960062,22.23100468
1,Indore,76.18778855,22.96787341
1,Indore,76.13594937,22.80997978
1,Indore,76.1696333,23.07683538
1,Indore,76.2903804,22.526356
1,Indore,76.20866443,22.37423625
1,Indore,75.92302303,22.7959747
1,Indore,75.88068305,23.15964064
1,Indore,76.31393184,22.61080905
1,Indore,76.05947265,22.60005139
1,Indore,76.32200908,23.14210727
1,Indore,75.46833164,22.84846743
1,Indore,75.5558467,22.54510987
1,Indore,75.7564676,22.63501862
1,Indore,75.4628757,22.470926
1,Indore,75.88079426,22.79030411
1,Indore,75.79223334,22.32614114
1,Indore,75.70602756,22.32319069
1,Indore,76.05074895,22.9773403
1,Indore,76.33320446,22.70683776
1,Indore,75.47590418,22.99633421
1,Indore,75.6269604,22.39919475
1,Indore,76.33115112,23.06708008
1,Indore,75.39476304,22.45340715
1,Indore,76.2066281,22.26372533
1,Jaipur,75.87895911,26.70267696
1,Jaipur,75.70063906,26.76691381
1,Jaipur,75.85985845,26.65444163
1,Jaipur,75.61230934,26.61643108
1,Jaipur,75.91727993,27.41390505
1,Jaipur,75.79273907,27.26336976
1,Jaipur,75.60899975,27.08330747
1,Jaipur,75.41744088,26.73744925
1,Jaipur,76.01616169,26.71863764
1,Jaipur,76.21474626,27.00729375
1,Jaipur,76.32347331,26.83831059
1,Jaipur,75.58425733,27.02729917
1,Jaipur,76.3333459,26.78001158
1,Jaipur,75.49358767,26.89794682
1,Jaipur,76.11264391,26.74562386
1,Jaipur,75.96881103,26.96305404
1,Jaipur,75.67075413,27.03324445
1,Jaipur,75.76489392,27.10135222
1,Jaipur,75.63512967,26.47590433
1,Jaipur,76.08659108,26.8741195
1,Jaipur,75.6575368,26.87494205
1,Jaipur,76.23152782,26.66636964
1,Jaipur,75.82656368,26.69017677
1,Jaipur,75.47453509,27.24988666
1,Jaipur,75.83313362,27.16532719
1,Jaipur,75.91867332,27.21389666
1,Jaipur,76.18034074,26.80706176
1,Jaipur,75.57262043,26.48516193
1,Jaipur,76.08445107,27.07248597
1,Jaipur,76.02067842,26.50776477
1,Kanpur,80.31664082,26.55590453
1,Kanpur,80.22047661,26.06407833
1,Kanpur,80.06432504,26.33805939
1,Kanpur,79.80645987,26.71881006
1,Kanpur,80.44273073,26.28460259
1,Kanpur,79.91272779,25.78440302
1,Kanpur,80.24837531,25.81924523
1,Kanpur,80.05256877,26.47905084
1,Kanpur,80.5216998,26.02421264
1,Kanpur,80.30729404,25.79148988
1,Kanpur,79.88660648,26.53335526
1,Kanpur,80.11187335,26.11562848
1,Kanpur,79.68177061,26.36485969
1,Kanpur,79.85795635,25.87161916
1,Kanpur,79.88613627,26.30892222
1,Kanpur,79.71488262,25.91129219
1,Kanpur,79.99722337,25.90517371
1,Kanpur,80.40536769,26.17215893
1,Kanpur,80.36216556,26.29370061
1,Kanpur,79.92830772,26.08571635
1,Kanpur,80.05116515,26.45108985
1,Kanpur,80.48175217,26.17987393
1,Kanpur,80.23921593,26.65846989
1,Kanpur,80.47688546,26.3357746
1,Kanpur,80.07870795,26.44151859
1,Kanpur,80.03208793,26.55783101
1,Kanpur,80.14057854,26.52320221
1,Kanpur,79.67789797,25.81866881
1,Kanpur,80.06305466,26.4357986
1,Kanpur,80.58344069,26.62166425
1,Kochi,76.35512599,10.20579694
1,Kochi,76.07939853,10.18698379
1,Kochi,75.95431035,9.877904625
1,Kochi,75.92269755,10.33451295
1,Kochi,76.03596022,10.12859485
1,Kochi,76.60911497,10.16949122
1,Kochi,76.69161245,10.03906374
1,Kochi,75.93790025,10.28603983
1,Kochi,76.78172083,9.610454346
1,Kochi,76.03202918,9.964810355
1,Kochi,76.08704886,10.38309203
1,Kochi,76.39205083,9.704451206
1,Kochi,76.49556597,9.694414244
1,Kochi,75.96152479,9.605832336
1,Kochi,76.05489001,10.39464455
1,Kochi,76.64299913,10.11305766
1,Kochi,76.5711401,9.632358653
1,Kochi,75.94245032,9.948629414
1,Kochi,76.28097868,10.44180147
1,Kochi,76.01093343,10.28844657
1,Kochi,76.25413378,10.42792221
1,Kochi,76.24263186,9.978311799
1,Kochi,76.21974286,9.542467085
1,Kochi,76.10073103,9.480456812
1,Kochi,76.64528312,9.928570647
1,Kochi,76.25424285,9.588921485
1,Kochi,76.24865626,9.992720872
1,Kochi,76.45845654,10.3735337
1,Kochi,76.03151555,9.52776432
1,Kochi,75.83924004,9.713121994
1,Kolkata,88.48178359,22.91645885
1,Kolkata,87.85317293,23.03397435
1,Kolkata,88.05357504,22.70828412
1,Kolkata,88.65870829,22.87182832
1,Kolkata,88.38183557,22.36029202
1,Kolkata,88.68913592,22.72739537
1,Kolkata,88.58438081,22.92018733
1,Kolkata,88.42065857,22.45474028
1,Kolkata,88.34431744,22.80038417
1,Kolkata,88.44228114,22.67447459
1,Kolkata,88.42056412,22.11910827
1,Kolkata,88.46883277,22.1379714
1,Kolkata,88.12803352,22.20980722
1,Kolkata,88.34626269,23.00710159
1,Kolkata,88.41996746,22.18562265
1,Kolkata,88.16213344,23.0274262
1,Kolkata,88.6858134,22.28733736
1,Kolkata,88.20392398,22.5907591
1,Kolkata,88.52234665,22.20725513
1,Kolkata,88.39129743,22.27164086
1,Kolkata,88.69799462,22.24729337
1,Kolkata,88.22602695,22.99416696
1,Kolkata,87.85240023,22.89281085
1,Kolkata,88.01535184,22.95787878
1,Kolkata,88.40952769,22.2471578
1,Kolkata,88.64497886,22.29875426
1,Kolkata,88.36870183,22.44429535
1,Kolkata,88.57309161,22.2616915
1,Kolkata,88.3649183,22.67158826
1,Kolkata,88.74586265,22.25389474
1,Lucknow,80.84942777,27.1643748
