Driver_Id,Order_Id,Order_Latitude,Order_Longitude,Order_Time,Restaurant_Id,Restaurant_Latitude,Restaurant_Longitude,_id
611f957656a6a3e93927b466,61184a208c61f86620862a82,41.63016684502885,-91.49333806744504,2021-01-01 16:53:25,17316201,41.9639,-91.7266,6120e73ff0cbe23cef9b487f
611f957656a6a3e93927b467,61184a208c61f86620862a82,41.63152930455469,-91.55076335187303,2021-01-01 14:55:08,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b4880
611f957656a6a3e93927b468,61184a208c61f86620862a82,41.686136439697094,-91.51611804800758,2021-01-01 11:08:45,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b4881
611f957656a6a3e93927b469,61184a208c61f86620862a83,41.669630134196574,-91.55208281896788,2021-01-01 14:49:40,17316278,41.6685,-91.5687,6120e73ff0cbe23cef9b4882
611f957756a6a3e93927b46a,61184a208c61f86620862a82,41.69217035408509,-91.54224284544094,2021-01-01 11:12:00,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b4883
611f957756a6a3e93927b46b,61184a208c61f86620862a83,41.65055705340789,-91.4989550513495,2021-01-01 22:39:49,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b4884
611f957756a6a3e93927b46c,61184a208c61f86620862a82,41.64902728887774,-91.55918162098217,2021-01-01 18:09:44,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b4885
611f957756a6a3e93927b46d,61184a208c61f86620862a82,41.654561760003915,-91.54327329809183,2021-01-01 21:27:54,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b4886
611f957756a6a3e93927b46e,61184a208c61f86620862a82,41.63663202111439,-91.55155789513232,2021-01-01 11:49:34,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b4887
611f957756a6a3e93927b46f,61184a208c61f86620862a82,41.663112075264436,-91.54104893641845,2021-01-01 23:37:31,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b4888
611f957756a6a3e93927b470,61184a208c61f86620862a83,41.668714036365145,-91.5374713137213,2021-01-01 11:45:49,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b4889
611f957756a6a3e93927b471,61184a208c61f86620862a83,41.63327516741953,-91.56525798528133,2021-01-01 11:43:18,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b488a
611f957756a6a3e93927b472,61184a208c61f86620862a83,41.6624446021438,-91.51886891394551,2021-01-01 18:16:16,17316208,42.0468,-91.6394,6120e73ff0cbe23cef9b488b
611f957756a6a3e93927b473,61184a208c61f86620862a83,41.67213219092316,-91.52343606672831,2021-01-01 17:47:37,17316603,42.0331,-91.5995,6120e73ff0cbe23cef9b488c
611f957756a6a3e93927b474,61184a208c61f86620862a82,41.69033606963262,-91.5658595693297,2021-01-01 11:59:46,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b488d
611f957656a6a3e93927b457,61184a208c61f86620862a82,41.66444373825952,-91.50938251044644,2021-01-01 09:25:31,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b488e
611f957656a6a3e93927b458,61184a208c61f86620862a82,41.6777218416323,-91.53090239786503,2021-01-01 11:49:19,17315995,41.9748,-91.7148,6120e73ff0cbe23cef9b488f
611f957656a6a3e93927b459,61184a208c61f86620862a82,41.681982139764685,-91.55053758977252,2021-01-01 19:22:41,17316389,41.670466,-91.569767,6120e73ff0cbe23cef9b4890
611f957656a6a3e93927b45a,61184a208c61f86620862a82,41.63813454228494,-91.51702748986752,2021-01-01 23:54:11,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b4891
611f957656a6a3e93927b45b,61184a208c61f86620862a82,41.653928420831754,-91.49518657184731,2021-01-01 23:29:00,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b4892
611f957656a6a3e93927b45c,61184a208c61f86620862a82,41.64191313148985,-91.55446501525327,2021-01-01 22:50:22,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b4893
611f957656a6a3e93927b45d,61184a208c61f86620862a82,41.68761787390061,-91.50828821409924,2021-01-01 09:38:48,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b4894
611f957656a6a3e93927b45e,61184a208c61f86620862a83,41.65925131380927,-91.53024935482006,2021-01-01 11:39:02,17316208,42.0468,-91.6394,6120e73ff0cbe23cef9b4895
611f957656a6a3e93927b45f,61184a208c61f86620862a82,41.62518697882343,-91.50041275160484,2021-01-01 15:29:00,17315995,41.9748,-91.7148,6120e73ff0cbe23cef9b4896
611f957656a6a3e93927b460,61184a208c61f86620862a83,41.6893398779488,-91.5592695722757,2021-01-01 10:26:26,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b4897
611f957656a6a3e93927b461,61184a208c61f86620862a82,41.638992371544795,-91.54162775647042,2021-01-01 15:46:56,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b4898
611f957656a6a3e93927b462,61184a208c61f86620862a83,41.6545767943907,-91.52580202827363,2021-01-01 19:34:08,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b4899
611f957656a6a3e93927b463,61184a208c61f86620862a82,41.631281757375355,-91.51969241116048,2021-01-01 20:40:28,17315995,41.9748,-91.7148,6120e73ff0cbe23cef9b489a
611f957656a6a3e93927b464,61184a208c61f86620862a82,41.68388505682414,-91.53694490142946,2021-01-01 20:09:34,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b489b
611f957656a6a3e93927b465,61184a208c61f86620862a82,41.65448813123583,-91.4991385584656,2021-01-01 15:39:51,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b489c
611f957656a6a3e93927b466,61184a208c61f86620862a82,41.68392712871577,-91.56470764518428,2021-01-01 14:52:55,17316389,41.670466,-91.569767,6120e73ff0cbe23cef9b489d
611f957656a6a3e93927b467,61184a208c61f86620862a82,41.68833979568611,-91.51746372872672,2021-01-01 07:29:36,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b489e
611f957656a6a3e93927b468,61184a208c61f86620862a83,41.68501831678124,-91.4986269148315,2021-01-01 16:15:11,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b489f
611f957656a6a3e93927b469,61184a208c61f86620862a82,41.680627686367515,-91.52935938971778,2021-01-01 20:11:15,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b48a0
611f957756a6a3e93927b46a,61184a208c61f86620862a82,41.653090053542854,-91.49369397586015,2021-01-01 13:43:20,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48a1
611f957756a6a3e93927b46b,61184a208c61f86620862a82,41.680263020194076,-91.53186969923134,2021-01-01 15:55:05,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48a2
611f957756a6a3e93927b46c,61184a208c61f86620862a82,41.69676253862779,-91.52282047985722,2021-01-01 21:10:12,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b48a3
611f957756a6a3e93927b46d,61184a208c61f86620862a82,41.64906757471012,-91.54417858522137,2021-01-01 08:55:47,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48a4
611f957756a6a3e93927b46e,61184a208c61f86620862a82,41.64965028392988,-91.50436730855736,2021-01-01 13:57:06,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48a5
611f957756a6a3e93927b46f,61184a208c61f86620862a83,41.65841949579135,-91.52194126737315,2021-01-01 18:54:31,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48a6
611f957756a6a3e93927b470,61184a208c61f86620862a82,41.68805000114392,-91.56175006913892,2021-01-01 15:50:49,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b48a7
611f957756a6a3e93927b471,61184a208c61f86620862a83,41.66940901858095,-91.53365458363504,2021-01-01 11:19:51,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48a8
611f957756a6a3e93927b472,61184a208c61f86620862a82,41.66669225631609,-91.5127618324543,2021-01-01 08:03:20,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48a9
611f957756a6a3e93927b473,61184a208c61f86620862a82,41.67821376408949,-91.55769732526312,2021-01-01 10:33:55,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b48aa
611f957756a6a3e93927b474,61184a208c61f86620862a83,41.65636586017428,-91.55075049829043,2021-01-01 18:47:04,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b48ab
611f957656a6a3e93927b457,61184a208c61f86620862a83,41.69529644276802,-91.56713576199911,2021-01-01 12:11:00,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48ac
611f957656a6a3e93927b458,61184a208c61f86620862a82,41.63644922313815,-91.52436123718213,2021-01-01 07:04:10,17316771,42.0215347,-91.6499622,6120e73ff0cbe23cef9b48ad
611f957656a6a3e93927b459,61184a208c61f86620862a83,41.677821088636655,-91.5421052804516,2021-01-01 08:36:55,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b48ae
611f957656a6a3e93927b45a,61184a208c61f86620862a83,41.69291167587853,-91.5099647092841,2021-01-01 12:29:38,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48af
611f957656a6a3e93927b45b,61184a208c61f86620862a82,41.66171737267841,-91.5215252490551,2021-01-01 09:58:10,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b48b0
611f957656a6a3e93927b45c,61184a208c61f86620862a83,41.64851627988171,-91.55063441778941,2021-01-01 21:12:52,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48b1
611f957656a6a3e93927b45d,61184a208c61f86620862a82,41.645171054199736,-91.53495265699095,2021-01-01 19:47:06,17316771,42.0215347,-91.6499622,6120e73ff0cbe23cef9b48b2
611f957656a6a3e93927b45e,61184a208c61f86620862a82,41.637943404148025,-91.5650815986296,2021-01-01 12:29:52,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b48b3
611f957656a6a3e93927b45f,61184a208c61f86620862a83,41.67091942129542,-91.49736437332257,2021-01-01 08:16:57,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b48b4
611f957656a6a3e93927b460,61184a208c61f86620862a82,41.62416554958923,-91.50672553730766,2021-01-01 19:55:46,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48b5
611f957656a6a3e93927b461,61184a208c61f86620862a83,41.67525406976372,-91.51218345967368,2021-01-01 18:09:27,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48b6
611f957656a6a3e93927b462,61184a208c61f86620862a82,41.62891860129605,-91.5199708612568,2021-01-01 09:02:23,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b48b7
611f957656a6a3e93927b463,61184a208c61f86620862a82,41.65141814694493,-91.53268991027089,2021-01-01 15:45:03,17316208,42.0468,-91.6394,6120e73ff0cbe23cef9b48b8
611f957656a6a3e93927b464,61184a208c61f86620862a82,41.643644462638804,-91.53982878865416,2021-01-01 16:59:58,17316278,41.6685,-91.5687,6120e73ff0cbe23cef9b48b9
611f957656a6a3e93927b465,61184a208c61f86620862a82,41.63884782664982,-91.49808825398267,2021-01-01 12:41:41,17316771,42.0215347,-91.6499622,6120e73ff0cbe23cef9b48ba
611f957656a6a3e93927b466,61184a208c61f86620862a82,41.649652778388514,-91.54900126567746,2021-01-01 15:58:05,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48bb
611f957656a6a3e93927b467,61184a208c61f86620862a83,41.67625154535744,-91.5121960273598,2021-01-01 12:19:23,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48bc
611f957656a6a3e93927b468,61184a208c61f86620862a82,41.647107934305275,-91.50687308473593,2021-01-01 11:03:01,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b48bd
611f957656a6a3e93927b469,61184a208c61f86620862a82,41.62736388347294,-91.56494072812178,2021-01-01 13:53:18,17316201,41.9639,-91.7266,6120e73ff0cbe23cef9b48be
611f957756a6a3e93927b46a,61184a208c61f86620862a82,41.65004771494401,-91.51323411864146,2021-01-01 20:17:44,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48bf
611f957756a6a3e93927b46b,61184a208c61f86620862a82,41.63470272114218,-91.49840684332982,2021-01-01 17:02:18,17316208,42.0468,-91.6394,6120e73ff0cbe23cef9b48c0
611f957756a6a3e93927b46c,61184a208c61f86620862a83,41.676630938598585,-91.5111456680592,2021-01-01 16:53:47,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48c1
611f957756a6a3e93927b46d,61184a208c61f86620862a82,41.670373481331616,-91.5357624510726,2021-01-01 14:47:47,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48c2
611f957756a6a3e93927b46e,61184a208c61f86620862a83,41.64071785436862,-91.52998448657407,2021-01-01 23:41:14,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b48c3
611f957756a6a3e93927b46f,61184a208c61f86620862a83,41.68668481674321,-91.5577445837223,2021-01-01 22:45:56,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48c4
611f957756a6a3e93927b470,61184a208c61f86620862a82,41.66751865047621,-91.4952597635437,2021-01-01 12:38:05,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b48c5
611f957756a6a3e93927b471,61184a208c61f86620862a82,41.65453650157454,-91.53325727506125,2021-01-01 21:51:16,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b48c6
611f957756a6a3e93927b472,61184a208c61f86620862a82,41.63842938134685,-91.54750898752732,2021-01-01 17:51:54,17316278,41.6685,-91.5687,6120e73ff0cbe23cef9b48c7
611f957756a6a3e93927b473,61184a208c61f86620862a83,41.65508135168456,-91.49618214310868,2021-01-01 23:44:04,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b48c8
611f957756a6a3e93927b474,61184a208c61f86620862a82,41.68377661455486,-91.55428904049643,2021-01-01 10:41:16,17316389,41.670466,-91.569767,6120e73ff0cbe23cef9b48c9
611f957656a6a3e93927b457,61184a208c61f86620862a83,41.64634834897986,-91.56333423377585,2021-01-01 23:57:22,17316038,42.01,-91.6347,6120e73ff0cbe23cef9b48ca
611f957656a6a3e93927b458,61184a208c61f86620862a83,41.68485501897512,-91.54464732194349,2021-01-01 18:57:14,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48cb
611f957656a6a3e93927b459,61184a208c61f86620862a82,41.6601877375165,-91.56334038530962,2021-01-01 11:16:31,17315995,41.9748,-91.7148,6120e73ff0cbe23cef9b48cc
611f957656a6a3e93927b45a,61184a208c61f86620862a82,41.6645456502788,-91.54397819791738,2021-01-01 23:04:42,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48cd
611f957656a6a3e93927b45b,61184a208c61f86620862a82,41.65887652970022,-91.51696093434612,2021-01-01 23:05:09,17316389,41.670466,-91.569767,6120e73ff0cbe23cef9b48ce
611f957656a6a3e93927b45c,61184a208c61f86620862a83,41.68458174741797,-91.55493854054744,2021-01-01 09:09:40,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48cf
611f957656a6a3e93927b45d,61184a208c61f86620862a82,41.651942053254785,-91.5197250027573,2021-01-01 14:17:28,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b48d0
611f957656a6a3e93927b45e,61184a208c61f86620862a83,41.62622395111917,-91.51632020393822,2021-01-01 15:10:38,17316603,42.0331,-91.5995,6120e73ff0cbe23cef9b48d1
611f957656a6a3e93927b45f,61184a208c61f86620862a82,41.645744188781755,-91.55338925037962,2021-01-01 21:19:04,17315995,41.9748,-91.7148,6120e73ff0cbe23cef9b48d2
611f957656a6a3e93927b460,61184a208c61f86620862a83,41.68574836409254,-91.52792625633053,2021-01-01 07:17:29,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48d3
611f957656a6a3e93927b461,61184a208c61f86620862a83,41.64037287820004,-91.52039872399875,2021-01-01 12:32:14,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48d4
611f957656a6a3e93927b462,61184a208c61f86620862a83,41.6594903989973,-91.52021515345598,2021-01-01 19:47:17,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b48d5
611f957656a6a3e93927b463,61184a208c61f86620862a82,41.68973972258892,-91.52379585047728,2021-01-01 14:30:10,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b48d6
611f957656a6a3e93927b464,61184a208c61f86620862a82,41.6563048752605,-91.55652807673113,2021-01-01 18:04:30,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48d7
611f957656a6a3e93927b465,61184a208c61f86620862a83,41.68785884819915,-91.50452906358005,2021-01-01 18:38:24,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48d8
611f957656a6a3e93927b466,61184a208c61f86620862a83,41.66556537359189,-91.53778440669716,2021-01-01 13:03:26,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48d9
611f957656a6a3e93927b467,61184a208c61f86620862a83,41.648835088704246,-91.55673434541613,2021-01-01 12:57:00,17316278,41.6685,-91.5687,6120e73ff0cbe23cef9b48da
611f957656a6a3e93927b468,61184a208c61f86620862a82,41.662230377845276,-91.4969680601049,2021-01-01 16:29:53,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b48db
611f957656a6a3e93927b469,61184a208c61f86620862a83,41.6457530995413,-91.52374837949147,2021-01-01 12:52:08,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48dc
611f957756a6a3e93927b46a,61184a208c61f86620862a83,41.68858513595601,-91.54785504957631,2021-01-01 20:54:13,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b48dd
611f957756a6a3e93927b46b,61184a208c61f86620862a83,41.682562337958586,-91.52422174634347,2021-01-01 07:49:54,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b48de
611f957756a6a3e93927b46c,61184a208c61f86620862a83,41.66893584182136,-91.54366732158519,2021-01-01 19:50:47,17315883,42.0281,-91.6327,6120e73ff0cbe23cef9b48df
611f957756a6a3e93927b46d,61184a208c61f86620862a82,41.62483170861761,-91.55982012041483,2021-01-01 11:38:55,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b48e0
611f957756a6a3e93927b46e,61184a208c61f86620862a82,41.68852455392908,-91.5540671847735,2021-01-01 08:02:22,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48e1
611f957756a6a3e93927b46f,61184a208c61f86620862a83,41.69530454928113,-91.50492530647277,2021-01-01 19:30:57,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b48e2
611f957756a6a3e93927b470,61184a208c61f86620862a83,41.693609496213,-91.55346783072699,2021-01-01 23:34:55,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b48e3
611f957756a6a3e93927b471,61184a208c61f86620862a83,41.68606670656731,-91.4942067349956,2021-01-01 19:36:22,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48e4
611f957756a6a3e93927b472,61184a208c61f86620862a82,41.62573421909835,-91.52282522890292,2021-01-01 22:03:14,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b48e5
611f957756a6a3e93927b473,61184a208c61f86620862a82,41.67583612757557,-91.53008904917601,2021-01-01 19:01:59,17316201,41.9639,-91.7266,6120e73ff0cbe23cef9b48e6
611f957756a6a3e93927b474,61184a208c61f86620862a83,41.626260072055686,-91.5018433085889,2021-01-01 21:03:19,17316744,41.660982,-91.534424,6120e73ff0cbe23cef9b48e7
611f957656a6a3e93927b457,61184a208c61f86620862a82,41.69729938348102,-91.50097937185252,2021-01-01 10:07:57,17316603,42.0331,-91.5995,6120e73ff0cbe23cef9b48e8
611f957656a6a3e93927b458,61184a208c61f86620862a82,41.680904443661994,-91.56359535029165,2021-01-01 21:45:59,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b48e9
611f957656a6a3e93927b459,61184a208c61f86620862a82,41.64826463842143,-91.51873774373321,2021-01-01 09:19:22,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48ea
611f957656a6a3e93927b45a,61184a208c61f86620862a83,41.667460937907336,-91.55730947104854,2021-01-01 10:16:34,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b48eb
611f957656a6a3e93927b45b,61184a208c61f86620862a83,41.67576515712564,-91.53470916694334,2021-01-01 12:40:54,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48ec
611f957656a6a3e93927b45c,61184a208c61f86620862a83,41.68221391883425,-91.53785432239273,2021-01-01 17:24:23,17316018,42.0249,-91.6224,6120e73ff0cbe23cef9b48ed
611f957656a6a3e93927b45d,61184a208c61f86620862a83,41.661652653974606,-91.52244649637228,2021-01-01 12:29:39,17316771,42.0215347,-91.6499622,6120e73ff0cbe23cef9b48ee
611f957656a6a3e93927b45e,61184a208c61f86620862a83,41.66504713021889,-91.54765623842584,2021-01-01 12:43:39,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48ef
611f957656a6a3e93927b45f,61184a208c61f86620862a83,41.65635027124551,-91.5404627196776,2021-01-01 23:34:07,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48f0
611f957656a6a3e93927b460,61184a208c61f86620862a83,41.662555449845584,-91.5454384632709,2021-01-01 11:57:25,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48f1
611f957656a6a3e93927b461,61184a208c61f86620862a83,41.632000498282494,-91.52609160144314,2021-01-01 20:38:49,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48f2
611f957656a6a3e93927b462,61184a208c61f86620862a82,41.66592644127023,-91.55589105536515,2021-01-01 12:20:27,17316233,42.0179,-91.6336,6120e73ff0cbe23cef9b48f3
611f957656a6a3e93927b463,61184a208c61f86620862a82,41.67165296710175,-91.54539218022853,2021-01-01 20:01:02,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48f4
611f957656a6a3e93927b464,61184a208c61f86620862a82,41.66607435398817,-91.53367262693733,2021-01-01 16:58:33,17316743,41.658691,-91.534302,6120e73ff0cbe23cef9b48f5
611f957656a6a3e93927b465,61184a208c61f86620862a83,41.6602426578725,-91.5206181047305,2021-01-01 07:59:57,17316771,42.0215347,-91.6499622,6120e73ff0cbe23cef9b48f6
611f957656a6a3e93927b466,61184a208c61f86620862a82,41.68925569761564,-91.55221625151076,2021-01-01 16:16:47,17316374,41.6648,-91.5314,6120e73ff0cbe23cef9b48f7
611f957656a6a3e93927b467,61184a208c61f86620862a83,41.65358390716557,-91.56257382373606,2021-01-01 08:13:32,17316208,42.0468,-91.6394,6120e73ff0cbe23cef9b48f8
611f957656a6a3e93927b468,61184a208c61f86620862a82,41.654944700203856,-91.50779179469934,2021-01-01 14:32:06,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b48f9
611f957656a6a3e93927b469,61184a208c61f86620862a83,41.625088786773965,-91.53397042156519,2021-01-01 17:36:57,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b48fa
611f957756a6a3e93927b46a,61184a208c61f86620862a83,41.660525808156024,-91.51574816845564,2021-01-01 17:52:30,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b48fb
611f957756a6a3e93927b46b,61184a208c61f86620862a82,41.67638669426616,-91.50144274253553,2021-01-01 12:19:07,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b48fc
611f957756a6a3e93927b46c,61184a208c61f86620862a82,41.62600787590789,-91.55289856855211,2021-01-01 11:39:36,17316201,41.9639,-91.7266,6120e73ff0cbe23cef9b48fd
611f957756a6a3e93927b46d,61184a208c61f86620862a83,41.679353989870556,-91.49954121442276,2021-01-01 11:09:22,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b48fe
611f957756a6a3e93927b46e,61184a208c61f86620862a83,41.635420069309625,-91.51926548583774,2021-01-01 09:41:47,17316278,41.6685,-91.5687,6120e73ff0cbe23cef9b48ff
611f957756a6a3e93927b46f,61184a208c61f86620862a83,41.66843435440122,-91.55149437379309,2021-01-01 07:48:53,17316449,41.6428,-91.5074,6120e73ff0cbe23cef9b4900
611f957756a6a3e93927b470,61184a208c61f86620862a83,41.67590399110021,-91.56556765171167,2021-01-01 12:36:26,17316802,41.667742,-91.482165,6120e73ff0cbe23cef9b4901
611f957756a6a3e93927b471,61184a208c61f86620862a83,41.62756225405931,-91.49864995265857,2021-01-01 22:04:26,17316766,41.663751,-91.531093,6120e73ff0cbe23cef9b4902
611f957756a6a3e93927b472,61184a208c61f86620862a82,41.66484691620479,-91.51399061460698,2021-01-01 13:19:26,17316603,42.0331,-91.5995,6120e73ff0cbe23cef9b4903
611f957756a6a3e93927b473,61184a208c61f86620862a83,41.64925214879915,-91.56512664094396,2021-01-01 19:06:22,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b4904
611f957756a6a3e93927b474,61184a208c61f86620862a82,41.68807215525961,-91.55887984266779,2021-01-01 12:09:30,17316416,41.6625,-91.5318,6120e73ff0cbe23cef9b4905
611f957656a6a3e93927b457,61184a208c61f86620862a83,41.69280782917262,-91.56322775118566,2021-01-01 17:28:45,17316751,41.663849,-91.531414,6120e73ff0cbe23cef9b4906
611f957656a6a3e93927b458,61184a208c61f86620862a82,41.62919857832263,-91.5116704121655,2021-01-01 22:56:02,17316381,41.661,-91.5341,6120e73ff0cbe23cef9b4907
